,Unnamed: 0,EMITENT_FULL_NAME,issuerid
129,129,"Публичное акционерное общество ""РБК"", , RBCM, РосБизнесКонсалтинг, ГК «РосБизнесКонсалтинг», Рос Бизнес Консалтинг, , , ,росбизнесконсалтинги ,росбизнесконсалтингов ,росбизнесконсалтингам ,росбизнесконсалтинги ,росбизнесконсалтингами ,росбизнесконсалтингах ,росбизнесконсалтинг ,росбизнесконсалтинга ,росбизнесконсалтингу ,росбизнесконсалтинг ,росбизнесконсалтингом ,росбизнесконсалтинге ",130
130,130,"Публичное акционерное общество ""РН-Западная Сибирь"", , CHGZ, РН-Западная Сибирь, , , , , ,рн-западные Сибирь ,рн-западных Сибирь ,рн-западным Сибирь ,рн-западных Сибирь ,рн-западными Сибирь ,рн-западных Сибирь ,рн-западная сибирь ,рн-западной сибири ,рн-западной сибири ,рн-западную сибирь ,рн-западной сибирью ,рн-западной сибири ",131
131,131,"Публичное акционерное общество ""Росгосстрах Банк"", , RGSC, Росгосстрах Банк, Банк Росгосстрах, РГС Банк, Росгосстрах, , ,росгосстрахи банки ,росгосстрахов банков ,росгосстрахам банкам ,росгосстрахи банки ,росгосстрахами банками ,росгосстрахах банках ,росгосстрах банк ,росгосстраха банка ,росгосстраху банку ,росгосстрах банк ,росгосстрахом банком ,росгосстрахе банке ",132
132,132,"Публичное акционерное общество ""РОСИНТЕР РЕСТОРАНТС ХОЛДИНГ"", , ROST, РОСИНТЕР РЕСТОРАНТС ХОЛДИНГ, РОСИНТЕР, Rosinter, , , ,росинтер ресторантсы холдинги ,росинтер ресторантсов холдингов ,росинтер ресторантсам холдингам ,росинтер ресторантсов холдинги ,росинтер ресторантсами холдингами ,росинтер ресторантсах холдингах ,росинтер ресторантс холдинг ,росинтер ресторантса холдинга ,росинтер ресторантсу холдингу ,росинтер ресторантса холдинг ,росинтер ресторантсом холдингом ,росинтер ресторантсе холдинге ",133
133,133,"Публичное акционерное общество ""Россети Волга"", , mrkv, Россети Волга, , , , , ,россети волги ,россетей волг ,россетям волгам ,россети волги ,россетями волгами ,россетях волгах ,россеть волга ,россети волги ,россети волге ,россеть волгу ,россетью волгой ,россети волге ",134
134,134,"Публичное акционерное общество ""Россети Кубань"", , kube, Россети Кубань, , , , , ,россети Кубань ,россетей Кубань ,россетям Кубань ,россети Кубань ,россетями Кубань ,россетях Кубань ,россеть кубань ,россети кубани ,россети кубани ,россеть кубань ,россетью кубанью ,россети кубани ",135
135,135,"Публичное акционерное общество ""Россети Ленэнерго"", , lsng, Россети Ленэнерго, , , , , ,россети ленэнерго ,россетей ленэнерго ,россетям ленэнерго ,россети ленэнерго ,россетями ленэнерго ,россетях ленэнерго ,россеть ленэнерго ,россети ленэнерго ,россети ленэнерго ,россеть ленэнерго ,россетью ленэнерго ,россети ленэнерго ",136
136,136,"Публичное акционерное общество ""Россети Московский регион"", , MSRS                , Россети Московский регион, , , , , ,россети московские регионы ,россетей московских регионов ,россетям московским регионам ,россети московских регионы ,россетями московскими регионами ,россетях московских регионах ,россеть московский регион ,россети московского региона ,россети московскому региону ,россеть московского регион ,россетью московским регионом ,россети московском регионе ",137
137,137,"Публичное акционерное общество ""Россети Северный Кавказ"", , MRKK                , Россети Северный Кавказ, , , , , ,россети северные кавказы ,россетей северных кавказов ,россетям северным кавказам ,россети северных кавказы ,россетями северными кавказами ,россетях северных кавказах ,россеть северный кавказ ,россети северного кавказа ,россети северному кавказу ,россеть северного кавказ ,россетью северным кавказом ,россети северном кавказе ",138
138,138,"Публичное акционерное общество ""Россети Сибирь"", , MRKS, Россети Сибирь, , , , , ,россети Сибирь ,россетей Сибирь ,россетям Сибирь ,россети Сибирь ,россетями Сибирь ,россетях Сибирь ,россеть сибирь ,россети сибири ,россети сибири ,россеть сибирь ,россетью сибирью ,россети сибири ",139
139,139,"Публичное акционерное общество ""Россети Юг"", , MRKY, , , , , , ,публичные акционерные общества ""россети Юг"" ,публичных акционерных обществ ""россетей Юг"" ,публичным акционерным обществам ""россетям Юг"" ,публичных акционерных общества ""россети Юг"" ,публичными акционерными обществами ""россетями Юг"" ,публичных акционерных обществах ""россетях Юг"" ,публичное акционерное общество ""россеть Юг"" ,публичного акционерного общества ""россети Юг"" ,публичному акционерному обществу ""россети Юг"" ,публичное акционерное общество ""россеть Юг"" ,публичным акционерным обществом ""россетью Юг"" ,публичном акционерном обществе ""россети Юг"" ",140
140,140,"Публичное акционерное общество ""Российские сети"", RSTI, , Российские сети, , , , , ,российские сети ,российских сетей ,российским сетям ,российских сети ,российскими сетями ,российских сетях ,российский сеть ,российского сети ,российскому сети ,российскую сеть ,российским сетью ,российском сети ",141
141,141,"Публичное акционерное общество ""Ростелеком"", RTKM, , ростелеком, , , , , ,ростелекомы ,ростелекомов ,ростелекомам ,ростелекомы ,ростелекомами ,ростелекомах ,ростелеком ,ростелекома ,ростелекому ,ростелеком ,ростелекомом ,ростелекоме ",142
142,142,"Публичное акционерное общество ""Русгрэйн Холдинг"", , RUGR                , , , , , , ,публичные акционерные общества ""русгрэйны Холдинг"" ,публичных акционерных обществ ""русгрэйнов Холдинг"" ,публичным акционерным обществам ""русгрэйнам Холдинг"" ,публичных акционерных общества ""русгрэйнов Холдинг"" ,публичными акционерными обществами ""русгрэйнами Холдинг"" ,публичных акционерных обществах ""русгрэйнах Холдинг"" ,публичное акционерное общество ""русгрэйн Холдинг"" ,публичного акционерного общества ""русгрэйна Холдинг"" ,публичному акционерному обществу ""русгрэйну Холдинг"" ,публичное акционерное общество ""русгрэйна Холдинг"" ,публичным акционерным обществом ""русгрэйном Холдинг"" ,публичном акционерном обществе ""русгрэйне Холдинг"" ",143
143,143,"Публичное акционерное общество ""Русолово"", , ROLO                , , , , , , ,публичные акционерные общества ""Русолово"" ,публичных акционерных обществ ""Русолово"" ,публичным акционерным обществам ""Русолово"" ,публичных акционерных общества ""Русолово"" ,публичными акционерными обществами ""Русолово"" ,публичных акционерных обществах ""Русолово"" ,публичное акционерное общество ""Русолово"" ,публичного акционерного общества ""Русолово"" ,публичному акционерному обществу ""Русолово"" ,публичное акционерное общество ""Русолово"" ,публичным акционерным обществом ""Русолово"" ,публичном акционерном обществе ""Русолово"" ",144
144,144,"Публичное акционерное общество ""Русполимет"", , RUSP                , , , , , , ,публичные акционерные общества ""Русполимет"" ,публичных акционерных обществ ""Русполимет"" ,публичным акционерным обществам ""Русполимет"" ,публичных акционерных общества ""Русполимет"" ,публичными акционерными обществами ""Русполимет"" ,публичных акционерных обществах ""Русполимет"" ,публичное акционерное общество ""Русполимет"" ,публичного акционерного общества ""Русполимет"" ,публичному акционерному обществу ""Русполимет"" ,публичное акционерное общество ""Русполимет"" ,публичным акционерным обществом ""Русполимет"" ,публичном акционерном обществе ""Русполимет"" ",145
145,145,"Публичное акционерное общество ""Рязанская энергетическая сбытовая компания"", , RZSB, , , , , , ,публичные акционерные общества ""рязанские энергетические сбытовые компания"" ,публичных акционерных обществ ""рязанских энергетических сбытовых компания"" ,публичным акционерным обществам ""рязанским энергетическим сбытовым компания"" ,публичных акционерных общества ""рязанских энергетических сбытовых компания"" ,публичными акционерными обществами ""рязанскими энергетическими сбытовыми компания"" ,публичных акционерных обществах ""рязанских энергетических сбытовых компания"" ,публичное акционерное общество ""рязанская энергетическая сбытовая компания"" ,публичного акционерного общества ""рязанской энергетической сбытовой компания"" ,публичному акционерному обществу ""рязанской энергетической сбытовой компания"" ,публичное акционерное общество ""рязанскую энергетическую сбытовую компания"" ,публичным акционерным обществом ""рязанской энергетической сбытовой компания"" ,публичном акционерном обществе ""рязанской энергетической сбытовой компания"" ",146
146,146,"Публичное акционерное общество ""Саратовский нефтеперерабатывающий завод"", , KRKN, KRKNP, , , , , ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ,KRKNP ",147
147,147,"Публичное акционерное общество ""Саратовэнерго"", SAREP, SARE, Саратовэнерго, , , , , ,SARE ,SARE ,SARE ,SARE ,SARE ,SARE ,SARE ,SARE ,SARE ,SARE ,SARE ,SARE ",148
148,148,"Публичное акционерное общество ""САФМАР Финансовые инвестиции"", SFIN, , , , , , , ,публичные акционерные общества ""сафмары финансовые инвестиции"" ,публичных акционерных обществ ""сафмар финансовых инвестиции"" ,публичным акционерным обществам ""сафмарам финансовым инвестиции"" ,публичных акционерных общества ""сафмары финансовых инвестиции"" ,публичными акционерными обществами ""сафмарами финансовыми инвестиции"" ,публичных акционерных обществах ""сафмарах финансовых инвестиции"" ,публичное акционерное общество ""сафмара финансовый инвестиции"" ,публичного акционерного общества ""сафмары финансового инвестиции"" ,публичному акционерному обществу ""сафмаре финансовому инвестиции"" ,публичное акционерное общество ""сафмару финансовую инвестиции"" ,публичным акционерным обществом ""сафмарой финансовым инвестиции"" ,публичном акционерном обществе ""сафмаре финансовом инвестиции"" ",149
149,149,"Публичное акционерное общество ""Сбербанк России"", SBER, , Sberbank, Sber, сбербанк , сбер, , ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ,Sberbank ",150
150,150,"Публичное акционерное общество ""Светофор Групп"", , SVET, Светофор Групп, Группа светофор, , , , ,светофоры группы ,светофоров групп ,светофорам группам ,светофоры группы ,светофорами группами ,светофорах группах ,светофор группа ,светофора группы ,светофору группе ,светофор группу ,светофором группой ,светофоре группе ",151
151,151,"Публичное акционерное общество ""Северсталь"", CHMF, , северсталь, , , , , ,северсталь ,северсталь ,северсталь ,северсталь ,северсталь ,северсталь ,северсталь ,северстали ,северстали ,северсталь ,северсталью ,северстали ",152
152,152,"Публичное акционерное общество ""Селигдар"", , SELG                , селигдар, , , , , ,селигдары ,селигдаров ,селигдарам ,селигдары ,селигдарами ,селигдарах ,селигдар ,селигдара ,селигдару ,селигдар ,селигдаром ,селигдаре ",153
153,153,"Публичное Акционерное Общество ""Сибирский гостинец"", , SIBG, , , , , , ,публичные акционерные общества ""сибирские гостинец"" ,публичных акционерных обществ ""сибирских гостинец"" ,публичным акционерным обществам ""сибирским гостинец"" ,публичных акционерных общества ""сибирских гостинец"" ,публичными акционерными обществами ""сибирскими гостинец"" ,публичных акционерных обществах ""сибирских гостинец"" ,публичное акционерное общество ""сибирский гостинец"" ,публичного акционерного общества ""сибирского гостинец"" ,публичному акционерному обществу ""сибирскому гостинец"" ,публичное акционерное общество ""сибирского гостинец"" ,публичным акционерным обществом ""сибирским гостинец"" ,публичном акционерном обществе ""сибирском гостинец"" ",154
154,154,"Публичное акционерное общество ""Славнефть - Мегионнефтегаз"", , MFGS, , , , , , ,публичные акционерные общества ""Славнефть - Мегионнефтегаз"" ,публичных акционерных обществ ""Славнефть - Мегионнефтегаз"" ,публичным акционерным обществам ""Славнефть - Мегионнефтегаз"" ,публичных акционерных общества ""Славнефть - Мегионнефтегаз"" ,публичными акционерными обществами ""Славнефть - Мегионнефтегаз"" ,публичных акционерных обществах ""Славнефть - Мегионнефтегаз"" ,публичное акционерное общество ""славнефть - Мегионнефтегаз"" ,публичного акционерного общества ""славнефти - Мегионнефтегаз"" ,публичному акционерному обществу ""славнефти - Мегионнефтегаз"" ,публичное акционерное общество ""славнефть - Мегионнефтегаз"" ,публичным акционерным обществом ""славнефтью - Мегионнефтегаз"" ,публичном акционерном обществе ""славнефти - Мегионнефтегаз"" ",155
155,155,"Публичное акционерное общество ""Славнефть-Ярославнефтеоргсинтез"", , JNOS, JNOSP, , , , , ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ,JNOSP ",156
156,156,"Публичное акционерное общество ""Современный коммерческий флот"", FLOT, , совкомфлот, , , , , ,совкомфлоты ,совкомфлотов ,совкомфлотам ,совкомфлоты ,совкомфлотами ,совкомфлотах ,совкомфлот ,совкомфлота ,совкомфлоту ,совкомфлот ,совкомфлотом ,совкомфлоте ",157
157,157,"Публичное акционерное общество ""СОЛЛЕРС"", SVAV, , соллерс, sollers, северсталь-авто, , , ,соллерсы ,соллерсов ,соллерсам ,соллерсы ,соллерсами ,соллерсах ,соллерс ,соллерса ,соллерсу ,соллерс ,соллерсом ,соллерсе ",158
158,158,"Публичное акционерное общество ""Ставропольэнергосбыт"", , STSB, , , , , , ,публичные акционерные общества ""Ставропольэнергосбыт"" ,публичных акционерных обществ ""Ставропольэнергосбыт"" ,публичным акционерным обществам ""Ставропольэнергосбыт"" ,публичных акционерных общества ""Ставропольэнергосбыт"" ,публичными акционерными обществами ""Ставропольэнергосбыт"" ,публичных акционерных обществах ""Ставропольэнергосбыт"" ,публичное акционерное общество ""Ставропольэнергосбыт"" ,публичного акционерного общества ""Ставропольэнергосбыт"" ,публичному акционерному обществу ""Ставропольэнергосбыт"" ,публичное акционерное общество ""Ставропольэнергосбыт"" ,публичным акционерным обществом ""Ставропольэнергосбыт"" ,публичном акционерном обществе ""Ставропольэнергосбыт"" ",159
159,159,"Публичное акционерное общество ""Сургутнефтегаз"", SNGS, , сургутнефтегаз, , , , , ,сургутнефтегазы ,сургутнефтегазов ,сургутнефтегазам ,сургутнефтегазы ,сургутнефтегазами ,сургутнефтегазах ,сургутнефтегаз ,сургутнефтегаза ,сургутнефтегазу ,сургутнефтегаз ,сургутнефтегазом ,сургутнефтегазе ",160
160,160,"Публичное акционерное общество ""Таганрогский котлостроительный завод ""Красный котельщик"", , KRKOP, ткз Красный котельщик, ткз ""Красный котельщик"", Красный котельщик , PJSC Krasny Kotelshchik, Krasny Kotelshchik, ,ткз красные котельщики ,ткз красных котельщиков ,ткз красным котельщикам ,ткз красных котельщиков ,ткз красными котельщиками ,ткз красных котельщиках ,ткз красный котельщик ,ткз красного котельщика ,ткз красному котельщику ,ткз красного котельщика ,ткз красным котельщиком ,ткз красном котельщике ",161
161,161,"Публичное акционерное общество ""Тамбовская энергосбытовая компания"", , TASBP, Тамбовэнергосбыт, Тамбовская энергосбытовая компания, TASB, , , ,Тамбовэнергосбыт ,Тамбовэнергосбыт ,Тамбовэнергосбыт ,Тамбовэнергосбыт ,Тамбовэнергосбыт ,Тамбовэнергосбыт ,тамбовэнергосбыт ,тамбовэнергосбыта ,тамбовэнергосбыту ,тамбовэнергосбыт ,тамбовэнергосбытом ,тамбовэнергосбыте ",162
162,162,"Публичное акционерное общество ""Татнефть"" имени В.Д. Шашина, TATN, , Татнефть, Tatneft, , , , ,Татнефть ,Татнефть ,Татнефть ,Татнефть ,Татнефть ,Татнефть ,татнефть ,татнефти ,татнефти ,татнефть ,татнефтью ,татнефти ",163
163,163,"Публичное акционерное общество ""Таттелеком"", , TTLK                , Таттелеком, tattelecom, , , , ,таттелеки ,таттелеков ,таттелекам ,таттелеки ,таттелеками ,таттелеках ,таттелек ,таттелека ,таттелеку ,таттелек ,таттелеком ,таттелеке ",164
164,164,"Публичное акционерное общество ""Территориальная генерирующая компания № 14"", , TGKN                , ТГК-14, TGC-14, TGK-14, , , ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ,ТГК-14 ",165
165,165,"Публичное акционерное общество ""Территориальная генерирующая компания №1"", , TGKA                , ТГК-1, TGC-1, TGK-1, , , ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ,ТГК-1 ",166
166,166,"Публичное акционерное общество ""Территориальная генерирующая компания №2"", , TGKB, ТГК-2, TGC-2, TGK-2, , , ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ,ТГК-2 ",167
167,167,"Публичное акционерное общество ""ТНС энерго Воронеж"", , VRSB, ТНС энерго Воронеж, VRSBP, , , , ,ТНС энерго Воронеж ,ТНС энерго Воронеж ,ТНС энерго Воронеж ,ТНС энерго Воронеж ,ТНС энерго Воронеж ,ТНС энерго Воронеж ,ТНС энерго воронеж ,ТНС энерго воронежа ,ТНС энерго воронежу ,ТНС энерго воронеж ,ТНС энерго воронежем ,ТНС энерго воронеже ",168
168,168,"Публичное акционерное общество ""ТНС энерго Кубань"", , KBSB, ТНС энерго Кубань, KBSBP, KBSBP, , , ,ТНС энерго Кубань ,ТНС энерго Кубань ,ТНС энерго Кубань ,ТНС энерго Кубань ,ТНС энерго Кубань ,ТНС энерго Кубань ,ТНС энерго кубань ,ТНС энерго кубани ,ТНС энерго кубани ,ТНС энерго кубань ,ТНС энерго кубанью ,ТНС энерго кубани ",169
169,169,"Публичное акционерное общество ""ТНС энерго Марий Эл"", , MISB, ТНС энерго Марий Эл, MISBP, , , , ,ТНС энерго Марий Эл ,ТНС энерго Марий Эл ,ТНС энерго Марий Эл ,ТНС энерго Марий Эл ,ТНС энерго Марий Эл ,ТНС энерго Марий Эл ,ТНС энерго марий Эл ,ТНС энерго марий Эл ,ТНС энерго марий Эл ,ТНС энерго марий Эл ,ТНС энерго марий Эл ,ТНС энерго марий Эл ",170
170,170,"Публичное акционерное общество ""ТНС энерго Нижний Новгород"", , NNSB, ТНС энерго Нижний Новгород, NNSB, ТНС энерго Нижний Новг, NNSBP, , ,ТНС энерго нижние новгороды ,ТНС энерго нижних новгородов ,ТНС энерго нижним новгородам ,ТНС энерго нижних новгороды ,ТНС энерго нижними новгородами ,ТНС энерго нижних новгородах ,ТНС энерго нижний новгород ,ТНС энерго нижнего новгорода ,ТНС энерго нижнему новгороду ,ТНС энерго нижнего новгород ,ТНС энерго нижним новгородом ,ТНС энерго нижнем новгороде ",171
171,171,"Публичное акционерное общество ""ТНС энерго Ростов-на-Дону"", , RTSB, ТНС энерго Ростов-на-Дону, RTSB, ТНС энерго Ростов, RTSBP, , ,ТНС энерго Ростов-на-Дону ,ТНС энерго Ростов-на-Дону ,ТНС энерго Ростов-на-Дону ,ТНС энерго Ростов-на-Дону ,ТНС энерго Ростов-на-Дону ,ТНС энерго Ростов-на-Дону ,ТНС энерго ростов-на-дону ,ТНС энерго ростова-на-дону ,ТНС энерго ростову-на-дону ,ТНС энерго ростов-на-дону ,ТНС энерго ростовом-на-дону ,ТНС энерго ростове-на-дону ",172
172,172,"Публичное акционерное общество ""ТНС энерго Ярославль"", , YRSB, ТНС энерго Ярославль, YRSB, YRSBP, , , ,ТНС энерго Ярославль ,ТНС энерго Ярославль ,ТНС энерго Ярославль ,ТНС энерго Ярославль ,ТНС энерго Ярославль ,ТНС энерго Ярославль ,ТНС энерго ярославль ,ТНС энерго ярославля ,ТНС энерго ярославлю ,ТНС энерго ярославль ,ТНС энерго ярославлем ,ТНС энерго ярославле ",173
173,173,"Публичное акционерное общество ""Томская распределительная компания"", , TORS, Томская распределительная компания, Россети Томск, ТРК, TORS, , ,томские распределительные компании ,томских распределительных компаний ,томским распределительным компаниям ,томских распределительных компании ,томскими распределительными компаниями ,томских распределительных компаниях ,томская распределительная компания ,томской распределительной компании ,томской распределительной компании ,томскую распределительную компанию ,томской распределительной компанией ,томской распределительной компании ",174
174,174,"Публичное акционерное общество ""Транснефть"", TRNFP, , Транснефть, transneft, , , , ,Транснефть ,Транснефть ,Транснефть ,Транснефть ,Транснефть ,Транснефть ,транснефть ,транснефти ,транснефти ,транснефть ,транснефтью ,транснефти ",175
175,175,"Публичное акционерное общество ""ТрансФин-М"", TRFM, , ТрансФин, transfin, , , , ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ,трансфин ",176
176,176,"Публичное акционерное общество ""Трубная Металлургическая Компания"", TRMK, , ТМК, OAO TMK, TMK, Трубная Металлургическая Компания, , ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ,ТМК ",177
177,177,"Публичное акционерное общество ""Туймазинский завод автобетоновозов"", TUZA, , ПАО «ТЗА», ПАО ТЗА, тза, Туймазинский завод автобетоновозов, не TZA -- есть американский тикер, ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ,ПАО «ТЗА» ",178
178,178,"Публичное акционерное общество ""Тучковский комбинат строительных материалов"", , TUCH, Тучковский КСМ, ТКСМ, , , , ,тучковские КСМ ,тучковских КСМ ,тучковским КСМ ,тучковских КСМ ,тучковскими КСМ ,тучковских КСМ ,тучковский КСМ ,тучковского КСМ ,тучковскому КСМ ,тучковского КСМ ,тучковским КСМ ,тучковском КСМ ",179
179,179,"Публичное акционерное общество ""Угольная компания ""Южный Кузбасс"", , UKUZ, ПАО «Южный Кузбасс», ПАО Южный Кузбасс, Southern Kuzbass Coal Company, Южный Кузбасс, , ,ПАО «южные Кузбасс» ,ПАО «южных Кузбасс» ,ПАО «южным Кузбасс» ,ПАО «южных Кузбасс» ,ПАО «южными Кузбасс» ,ПАО «южных Кузбасс» ,ПАО «южный Кузбасс» ,ПАО «южного Кузбасс» ,ПАО «южному Кузбасс» ,ПАО «южного Кузбасс» ,ПАО «южным Кузбасс» ,ПАО «южном Кузбасс» ",180
180,180,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""АРСАГЕРА"", , ARSA, ARSA, Арсагера, arsagera(не встречал упоминаний), , , ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ,ARSA ",181
181,181,"Публичное акционерное общество ""Уралкалий"", URKA, , uralkali, Уралкалий, URKA, , , ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ,uralkali ",182
182,182,"Публичное акционерное общество ""Уральская кузница"", , URKZ                , Уральская кузница, Urals Stampings Plant, , , , ,уральские кузницы ,уральских кузниц ,уральским кузницам ,уральских кузницы ,уральскими кузницами ,уральских кузницах ,уральская кузница ,уральской кузницы ,уральской кузнице ,уральскую кузницу ,уральской кузницей ,уральской кузнице ",183
183,183,"Публичное акционерное общество ""Фармсинтез"", , LIFE                , Фармсинтез, Pharmsynthez, Фарм-синтез, ПАО Фармсинтез, , ,фармсинтезы ,фармсинтезов ,фармсинтезам ,фармсинтезы ,фармсинтезами ,фармсинтезах ,фармсинтез ,фармсинтеза ,фармсинтезу ,фармсинтез ,фармсинтезом ,фармсинтезе ",184
184,184,"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро"", HYDR, , Русгидро, RusHydro, ПАО РусГидро, , , ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ,русгидро ",185
185,185,"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы"", FEES, , Россети ФСК ЕЭС, AO FGC UES, ПАО Россети, ПАО ФСК ЕЭС, ФСК ЕЭС, ,россети фск ЕЭС ,россетей фск ЕЭС ,россетям фск ЕЭС ,россети фск ЕЭС ,россетями фск ЕЭС ,россетях фск ЕЭС ,россеть фск еэс ,россети фск еэс ,россети фск еэс ,россеть фск еэс ,россетью фск еэс ,россети фск еэс ",186
186,186,"Публичное акционерное общество ""ФосАгро"", PHOR, , Фосагро, Phosagro, , , , ,Фосагро ,Фосагро ,Фосагро ,Фосагро ,Фосагро ,Фосагро ,фосагро ,фосагро ,фосагро ,фосагро ,фосагро ,фосагро ",187
187,187,"Публичное акционерное общество ""Химпром"", HIMCP, , Химпром, himprom, ПАО Химпром, , , ,химпромы ,химпромов ,химпромам ,химпромы ,химпромами ,химпромах ,химпром ,химпрома ,химпрому ,химпром ,химпромом ,химпроме ",188
188,188,"Публичное акционерное общество ""Центр международной торговли"", WTCM, , ЦМТ, WTC, Центр международной торговли, World trade center, , ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ,ЦМТ ",189
189,189,"Публичное акционерное общество ""Центр по перевозке грузов в контейнерах ""ТрансКонтейнер"", TRCN, , Трансконтейнер, Transcontainer, ПАО Трансконейнер, , , ,трансконтейнеры ,трансконтейнеров ,трансконтейнерам ,трансконтейнеры ,трансконтейнерами ,трансконтейнерах ,трансконтейнер ,трансконтейнера ,трансконтейнеру ,трансконтейнер ,трансконтейнером ,трансконтейнере ",190
190,190,"Публичное акционерное общество ""Центральный телеграф"", CNTL, , Центральный телеграф, Central Telegraph, ПАО Центральный телеграф, , , ,центральные телеграфы ,центральных телеграфов ,центральным телеграфам ,центральные телеграфы ,центральными телеграфами ,центральных телеграфах ,центральный телеграф ,центрального телеграфа ,центральному телеграфу ,центральный телеграф ,центральным телеграфом ,центральном телеграфе ",191
191,191,"Публичное акционерное общество ""Челябинский завод профилированного стального настила"", PRFN, , ЧЗПСН-Профнастил, , ПАО ЧЗПСН-Профнастил, Челябинский завод профилированного стального настила, , ,чзпсн-профнастилы ,чзпсн-профнастилов ,чзпсн-профнастилам ,чзпсн-профнастилы ,чзпсн-профнастилами ,чзпсн-профнастилах ,чзпсн-профнастил ,чзпсн-профнастила ,чзпсн-профнастилу ,чзпсн-профнастил ,чзпсн-профнастилом ,чзпсн-профнастиле ",192
192,192,"Публичное акционерное общество ""Челябинский кузнечно-прессовый завод"", CKPZ, , ЧКПЗ, OAO Chelyabinsk Forge-and-Press Plant, ПАО Челябинский кузнечно-прессовый завод, , , ,чкпзы ,чкпзов ,чкпзам ,чкпзы ,чкпзами ,чкпзах ,чкпз ,чкпза ,чкпзу ,чкпз ,чкпзом ,чкпзе ",193
193,193,"Публичное акционерное общество ""Челябинский металлургический комбинат"", CHMK, , ЧМК, Chelyabinsk Metallurgical Plant, ПАО ЧМК, Челябинский металлургический комбинат, ChMK, ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ,ЧМК ",194
194,194,"Публичное акционерное общество ""Челябинский трубопрокатный завод"", CHEP, , ЧТПЗ, Chelyabinsk Pipe Rolling Plant, ПАО ЧТПЗ, Челябинский трубопрокатный завод, , ,чтпзы ,чтпзов ,чтпзам ,чтпзы ,чтпзами ,чтпзах ,чтпз ,чтпза ,чтпзу ,чтпз ,чтпзом ,чтпзе ",195
195,195,"Публичное акционерное общество ""Электроцинк"", ELTZ, , Электроцинк, Electrozink, ПАО Электроцинк, , , ,электроцинки ,электроцинков ,электроцинкам ,электроцинки ,электроцинками ,электроцинках ,электроцинк ,электроцинка ,электроцинку ,электроцинк ,электроцинком ,электроцинке ",196
196,196,"Публичное акционерное общество ""Энел Россия"", ENRU, , Энел Россия, Enel Russia, ПАО Энел Россия, elfv, , ,энелы Россия ,энел Россия ,энелам Россия ,энел Россия ,энелами Россия ,энелах Россия ,энела россия ,энелы россии ,энеле россии ,энелу россию ,энелой россией ,энеле россии ",197
197,197,"Публичное акционерное общество ""Южно-Уральский никелевый комбинат"", UNKL, , Южуралникель, Unickel, Комбинат Южуралникель, ПАО Комбинат Южуралникель, , ,Южуралникель ,Южуралникель ,Южуралникель ,Южуралникель ,Южуралникель ,Южуралникель ,южуралникель ,южуралникеля ,южуралникелю ,южуралникель ,южуралникелем ,южуралникеле ",198
